1.2	160	27.695
1.2	170	31.9396
1.2	180	35.4448
1.2	190	39.4644
1.2	200	43.8859

1.1	10	0.153973
1.1	20	0.573316
1.1	30	1.15022
1.1	40	1.96222
1.1	50	3.06818
1.1	60	4.35241
1.1	70	5.92782
1.1	80	7.61407
1.1	90	9.50804
1.1	100	11.7253
1.1	110	15.0115
1.1	120	17.0672
1.1	130	20.4268
1.1	140	23.1244
1.1	150	26.4653
1.1	160	30.3692
1.1	170	33.6526
1.1	180	37.2172
1.1	190	41.3482
1.1	200	46.287
